NAME,UID,COURSE
Rylie Brown,u0001459,BIOL0452 CHEM0477 BIOL0315 LAWS0097 BIOL0175 BIOL0286 COMP0306 ENGN0458 BUSN0366 BUSN0058 HIST0070 CHEM0375 PHYS0180 CHEM0025
Andrea Jones,u0001460,MGMT0181 BIOL0452 CBEA0245 BIOL0005 CHEM0369 CHEM0437 CHEM0080 BIOL0250 MGMT0296 BUSN0304 BIOL0172 ENGN0353 COMP0108 MATH0161 COMP0129 MATH0059 HIST0176 COMP0106
Luna Martinez,u0001461,MATH0258 MGMT0322 PHYS0090 HIST0110 LAWS0081 MATH0022 MATH0210 BIOL0184 COMP0494 CBEA0282 MATH0161 MATH0178 CBEA0048 ENGN0336 CHEM0220
Giselle Johnson,u0001462,CHEM0269 LAWS0171 LAWS0202 BIOL0145 MATH0087 ENGN0085 BUSN0260 HIST0253 ENGN0442 HIST0121 ENGN0309 CHEM0317 MATH0288 COMP0199
Nevaeh Smith,u0001463,ENGN0135 MGMT0358 HIST0365 BUSN0260 COMP0235 HIST0189 MGMT0453 CHEM0469 CHEM0462 CBEA0241 PHYS0148 ENGN0445 PHYS0279 CHEM0443
Daisy Taylor,u0001464,BIOL0488 CHEM0269 PHYS0261 MGMT0332 MGMT0107 COMP0478 MGMT0362 MGMT0284 CBEA0307 CBEA0500 PHYS0148 ENGN0445
Alina Miller,u0001465,BIOL0005 BUSN0324 LAWS0094 PHYS0295 HIST0365 HIST0414 LAWS0026 BUSN0407 MATH0051 CBEA0287 PHYS0251 CBEA0448 COMP0242 BIOL0305 PHYS0337
Lillian Jones,u0001466,CHEM0248 CHEM0349 ENGN0055 CHEM0037 LAWS0333 CHEM0046 CBEA0471 COMP0494 HIST0216 CHEM0462 ENGN0336 CBEA0194
Ximena Rodriguez,u0001467,MATH0308 COMP0352 PHYS0330 BUSN0324 LAWS0100 CHEM0469 BUSN0195 MGMT0284 CBEA0300 MATH0178 CBEA0364 CBEA0123 MGMT0403
Rose Miller,u0001468,BIOL0452 BUSN0064 BUSN0324 BIOL0305 LAWS0444 CHEM0317 CBEA0142
Lia Martinez,u0001469,MATH0308 MGMT0198 MATH0429 BUSN0289 ENGN0266 PHYS0395 BIOL0438 BUSN0195 ENGN0387 BUSN0259 CBEA0102 ENGN0344 PHYS0466 CBEA0424 CHEM0321
Taylor Wilson,u0001470,LAWS0124 ENGN0135 LAWS0144 MGMT0296 MATH0023 CHEM0312 ENGN0173 CBEA0103
Amaya Taylor,u0001471,CBEA0416 COMP0352 LAWS0063 BUSN0318 PHYS0499 CHEM0415 BIOL0052 COMP0290 CHEM0116 COMP0170 COMP0285 ENGN0054 LAWS0218 ENGN0138 BIOL0250 CBEA0169 MATH0059
Paisley Wilson,u0001472,LAWS0063 MATH0210 ENGN0004 COMP0252 MGMT0159 COMP0249 BUSN0304 COMP0479 BUSN0166 COMP0483 CHEM0133 PHYS0495 ENGN0344 CHEM0443
Sophia Jones,u0001473,CHEM0349 MATH0020 MATH0461 COMP0372 CHEM0037 MGMT0107 COMP0409 ENGN0458 PHYS0466
Skylar Miller,u0001474,MGMT0181 CBEA0018 CHEM0349 PHYS0137 LAWS0171 CHEM0317 BIOL0184 BUSN0366 PHYS0211 BUSN0339 PHYS0180 LAWS0386 ENGN0344 HIST0077
Autumn Garcia,u0001475,BUSN0205 BIOL0034 MGMT0332 CHEM0036 COMP0356 BUSN0289 CBEA0359 CBEA0186 CBEA0239 MATH0450 BUSN0259 MATH0140 COMP0494 COMP0067
Aurora Brown,u0001476,CBEA0245 BIOL0005 LAWS0063 ENGN0010 MGMT0107 COMP0249 CHEM0443 LAWS0393 CHEM0433 COMP0067 CBEA0424 COMP0106
Willow Smith,u0001477,COMP0343 MGMT0403 MGMT0215 CBEA0294 BUSN0454 MATH0057 CBEA0040 MATH0161 CHEM0056 MATH0002 BIOL0265 CHEM0321 CHEM0443
Sophia Moore,u0001478,CHEM0349 HIST0449 MGMT0107 LAWS0009 ENGN0353 COMP0478 CBEA0417 PHYS0006 MGMT0281 CHEM0371 HIST0498 LAWS0218 BUSN0074 ENGN0435
Raelynn Martinez,u0001479,BIOL0019 BIOL0016 BUSN0407 CBEA0241 MATH0288 MATH0032 MATH0244 CHEM0046 LAWS0026 CHEM0317 MGMT0274 BUSN0208 MGMT0157 CBEA0123 HIST0012 PHYS0028 COMP0285 COMP0392 BIOL0250
Stella Wilson,u0001480,MATH0308 BIOL0247 ENGN0055 COMP0356 CHEM0037 MATH0370 BUSN0122 HIST0482 CBEA0011 ENGN0050 ENGN0104 MATH0023 PHYS0267 COMP0347 LAWS0385 MGMT0434 CBEA0102 CBEA0316
Emilia Johnson,u0001481,ENGN0439 HIST0301 BUSN0163 HIST0216 CHEM0133 CBEA0231 LAWS0049 CBEA0241 ENGN0387 COMP0459 ENGN0336
Allison Moore,u0001482,CBEA0017 ENGN0192 HIST0158 PHYS0027 CHEM0369 CHEM0319 BIOL0475 CBEA0262 COMP0108 COMP0474 PHYS0180 LAWS0218 COMP0320 BUSN0074
Melody Wilson,u0001483,BUSN0205 ENGN0327 HIST0158 HIST0174 HIST0188 HIST0485 ENGN0152 CHEM0443 MGMT0453 LAWS0218 ENGN0230 MATH0150 CBEA0424 LAWS0254
Zoe Smith,u0001484,MGMT0322 BIOL0247 MATH0032 HIST0158 HIST0076 ENGN0185 BIOL0214 BIOL0268 BIOL0168 HIST0360 ENGN0442 BUSN0195 BUSN0101 MATH0298 BUSN0074
Presley Jones,u0001485,CHEM0349 LAWS0226 BIOL0145 BUSN0324 CBEA0118 MATH0373 BUSN0456 CHEM0220
Aria Taylor,u0001486,MATH0032 BIOL0034 HIST0078 COMP0352 COMP0372 CBEA0162 COMP0306 MGMT0107 BUSN0339 COMP0147 MGMT0281 COMP0392 MATH0161 CBEA0500 CHEM0217
Raelynn Moore,u0001487,CBEA0018 HIST0449 PHYS0395 COMP0479 PHYS0028 CBEA0500 MATH0029 BUSN0259 ENGN0093 LAWS0154 CBEA0424
Claire Davis,u0001488,CBEA0018 PHYS0113 MGMT0024 BIOL0005 BUSN0396 LAWS0081 CHEM0319 LAWS0393 PHYS0383 BUSN0454 BUSN0098 COMP0147 BUSN0380 HIST0498 COMP0242 PHYS0071
Grace Rodriguez,u0001489,CBEA0018 ENGN0072 CBEA0293 CBEA0423 MGMT0274 MGMT0215 MGMT0120 COMP0235 ENGN0351 CBEA0186 BUSN0240 BUSN0098 MATH0491 CHEM0317 LAWS0226
Kylie Rodriguez,u0001490,LAWS0167 CHEM0350 BIOL0145 HIST0406 COMP0460 COMP0479 BUSN0339 LAWS0218 MATH0140 COMP0179 MGMT0014 BIOL0073 ENGN0138 CBEA0231 CHEM0462 CBEA0194 CHEM0217
Alaina Moore,u0001491,BUSN0425 CBEA0201 LAWS0094 COMP0306 ENGN0275 COMP0347 ENGN0442 BUSN0366 CHEM0489 BIOL0486 BUSN0098 HIST0216 MATH0178 BUSN0456 MATH0002 MATH0059
Anna Davis,u0001492,CHEM0248 LAWS0397 MATH0461 CBEA0162 CHEM0317 CBEA0200 COMP0199 HIST0482 MGMT0281 MATH0033 CBEA0282 BUSN0193 LAWS0154 HIST0224 MATH0068 BUSN0411
Margaret Garcia,u0001493,BIOL0109 LAWS0124 MGMT0322 BUSN0277 BIOL0452 MGMT0484 MGMT0044 MGMT0014 LAWS0226
Audrey Martinez,u0001494,BIOL0452 PHYS0113 MGMT0198 BIOL0221 BIOL0247 BIOL0315 BIOL0145 COMP0356 LAWS0144 MATH0149 HIST0406 CHEM0477 COMP0390 BUSN0058 COMP0147 CHEM0206 COMP0129 MGMT0014
Melody Wilson,u0001495,CBEA0340 MGMT0332 PHYS0292 PHYS0330 ENGN0436 ENGN0442 ENGN0418 BUSN0058 HIST0070 COMP0285 CBEA0500 CHEM0206 BIOL0219 ENGN0344 BUSN0456 COMP0320 LAWS0226
Allison Davis,u0001496,LAWS0197 MATH0149 LAWS0465 BIOL0196 MATH0280 ENGN0399 MGMT0362 COMP0285 MATH0225 BIOL0172 BIOL0250 CHEM0217
Piper Wilson,u0001497,HIST0485 COMP0372 COMP0136 BUSN0208 LAWS0228 BUSN0454 HIST0216 BUSN0259 CHEM0462 ENGN0223 BIOL0305 CBEA0194
Liliana Johnson,u0001498,PHYS0113 PHYS0027 HIST0413 LAWS0094 MATH0053 MATH0412 HIST0216 PHYS0132 BIOL0488 COMP0199 HIST0382
Vivian Wilson,u0001499,BUSN0205 HIST0158 ENGN0378 ENGN0010 BIOL0168 BUSN0400 COMP0494 COMP0392 BUSN0335 CBEA0300 LAWS0218 PHYS0213 COMP0187 MATH0002
Ellie Rodriguez,u0001500,LAWS0171 BUSN0324 BIOL0463 CHEM0319 BUSN0299 PHYS0001 MGMT0464 BUSN0407 MATH0412 CHEM0056 BIOL0172 ENGN0230 PHYS0446 LAWS0154 PHYS0466 COMP0199 CHEM0220 ENGN0435
Jordyn Wilson,u0001501,BUSN0425 CBEA0423 COMP0352 BIOL0005 MATH0210 HIST0253 COMP0390 ENGN0328 MGMT0362 CHEM0371 PHYS0132 LAWS0386 PHYS0279 CHEM0443
Clara Williams,u0001502,MGMT0198 BIOL0315 BIOL0016 COMP0352 CHEM0036 ENGN0378 PHYS0295 CHEM0013 MGMT0296 MATH0033 MATH0140 CHEM0462 BIOL0172 BUSN0101 HIST0176 MATH0298
Mila Jones,u0001503,BIOL0247 CHEM0349 MGMT0358 CBEA0201 HIST0449 CHEM0013 MGMT0453 PHYS0028 CHEM0116 ENGN0328 BUSN0066 BIOL0115 PHYS0246 COMP0106
Isabelle Williams,u0001504,ENGN0060 CHEM0248 HIST0158 CHEM0349 CHEM0394 PHYS0295 CBEA0300 CHEM0462 ENGN0230 PHYS0466 CBEA0424 MGMT0232
Liliana Taylor,u0001505,ENGN0379 BIOL0268 MATH0357 BIOL0438 MATH0450 MGMT0484 MATH0150 COMP0106 CHEM0477 PHYS0276 COMP0478 BIOL0338 BUSN0193 BIOL0214 CHEM0133 LAWS0045 CHEM0349 ENGN0055 ENGN0272 HIST0012 CHEM0206 BIOL0255
Anna Garcia,u0001506,BIOL0016 BUSN0227 HIST0485 MATH0210 MGMT0107 MATH0053 ENGN0275 CHEM0046 BIOL0283 PHYS0028 CBEA0239 CBEA0231 CBEA0364 BUSN0456
Adalyn Miller,u0001507,CHEM0349 BUSN0384 HIST0485 CBEA0257 PHYS0499 MGMT0345 MATH0370 HIST0012 ENGN0104 LAWS0393 BUSN0098 BIOL0219 CHEM0238 PHYS0466 CBEA0038
Addison Johnson,u0001508,MGMT0155 MGMT0332 MGMT0061 LAWS0333 MGMT0468 CHEM0025 MATH0023 LAWS0341 MATH0140 COMP0242 LAWS0421 CBEA0048 CHEM0433 HIST0128
Charlee Smith,u0001509,MGMT0155 COMP0092 HIST0485 LAWS0397 ENGN0085 ENGN0275 CHEM0319 ENGN0419 BUSN0043
Stella Garcia,u0001510,BUSN0277 LAWS0171 HIST0413 CHEM0388 CHEM0405 PHYS0395 HIST0253 MATH0023 CBEA0239 CHEM0206 CBEA0048 CHEM0437 PHYS0071
Isabel Williams,u0001511,COMP0203 LAWS0386 MGMT0215 BIOL0196 CHEM0207 HIST0012 COMP0235 ENGN0266 BUSN0366 CBEA0262 CBEA0471 ENGN0134 MATH0140 COMP0067 CBEA0307 ENGN0329
Alexandra Johnson,u0001512,BIOL0315 MATH0461 MATH0357 BUSN0166 BIOL0005 ENGN0378 MATH0473 CBEA0200 BUSN0400 ENGN0104 COMP0108 COMP0147 CHEM0133 CHEM0375 CHEM0437 COMP0493 HIST0070 BUSN0291 MGMT0362 BUSN0008
Kylie Jones,u0001513,PHYS0137 ENGN0230 ENGN0272 MGMT0453 COMP0170 COMP0285 CHEM0433 BIOL0219 BIOL0073 HIST0174 ENGN0336 CHEM0317 CBEA0331
Julia Brown,u0001514,BIOL0221 HIST0158 ENGN0313 ENGN0085 LAWS0254 HIST0177 ENGN0328 COMP0285 CHEM0133 MATH0140 MATH0225 BIOL0488 HIST0404 CHEM0217
Hadley Williams,u0001515,BUSN0205 MATH0156 CBEA0471 COMP0129 MGMT0007 MGMT0232 HIST0432 PHYS0276 BIOL0052 MATH0023 COMP0151 ENGN0104 MATH0057 CBEA0169 HIST0243 COMP0356 MGMT0215 PHYS0267 BUSN0291 MATH0091 BUSN0273
Abigail Brown,u0001516,PHYS0090 ENGN0185 MGMT0215 PHYS0295 LAWS0117 COMP0478 CBEA0262 PHYS0383 BUSN0195 BUSN0407 CHEM0489 MATH0140 COMP0494 COMP0129 CBEA0500 CBEA0169 LAWS0154 PHYS0279
Hayden Smith,u0001517,ENGN0436 CBEA0201 COMP0372 COMP0306 BIOL0184 BUSN0166 HIST0216 MGMT0284 BUSN0374 CHEM0025 CBEA0331 CHEM0443
Kylie Davis,u0001518,BIOL0016 MATH0422 BIOL0268 PHYS0495 PHYS0071 MGMT0322 COMP0352 COMP0372 HIST0301 BUSN0066 LAWS0386 CBEA0142 PHYS0292 MGMT0120 MATH0079 COMP0234 LAWS0465 BUSN0304 MGMT0345 HIST0174 BIOL0250
Layla Brown,u0001519,MGMT0233 CBEA0293 BUSN0318 ENGN0173 ENGN0442 CBEA0262 ENGN0134 ENGN0223 HIST0077 MATH0298
Piper Martinez,u0001520,BUSN0205 CHEM0394 HIST0413 HIST0485 CHEM0207 BUSN0260 ENGN0399 BUSN0166 ENGN0387 COMP0047 CHEM0056 PHYS0446 BUSN0031 BUSN0273
Raelynn Brown,u0001521,CHEM0394 BIOL0214 HIST0012 CHEM0046 COMP0147 COMP0392 BIOL0219 CBEA0307 BIOL0488 COMP0187 CBEA0118 MATH0079
Amelia Smith,u0001522,ENGN0060 CHEM0248 LAWS0063 HIST0158 PHYS0363 LAWS0393 CHEM0489 MGMT0044 COMP0348 MGMT0014 HIST0128
Caroline Rodriguez,u0001523,BIOL0247 CHEM0269 ENGN0313 ENGN0379 HIST0413 ENGN0185 BIOL0114 MGMT0159 ENGN0223 COMP0390 HIST0070 BIOL0338 CHEM0206 MATH0091 LAWS0386 MATH0361 COMP0320 BUSN0074
Emersyn Taylor,u0001524,CHEM0472 BUSN0165 ENGN0010 LAWS0333 CBEA0448 CHEM0469 BUSN0058 COMP0229 CHEM0312 BUSN0008
Stella Rodriguez,u0001525,LAWS0081 CBEA0471 BIOL0438 MATH0150 MGMT0322 BIOL0286 LAWS0144 BUSN0400 CHEM0375 MATH0161 CHEM0437 HIST0128 LAWS0323 CHEM0349 CHEM0394 BIOL0114 MATH0373 MGMT0476 COMP0494 LAWS0075
Charlotte Miller,u0001526,CBEA0017 PHYS0027 HIST0110 ENGN0152 HIST0237 CBEA0262
Serenity Johnson,u0001527,ENGN0072 BIOL0221 HIST0078 BUSN0396 HIST0110 COMP0306 MATH0244 BUSN0304 MATH0370 CHEM0388 BUSN0497 COMP0392 CBEA0102 MGMT0007 CBEA0118
Quinn Brown,u0001528,BIOL0175 ENGN0185 HIST0012 MATH0062 HIST0177 MATH0357 BUSN0163 MATH0178 PHYS0271 CHEM0402 BIOL0486 PHYS0071 ENGN0435
Rylie Jones,u0001529,ENGN0436 MATH0342 CHEM0207 ENGN0275 ENGN0455 ENGN0458 MGMT0484 CHEM0238 LAWS0154
Sophie Martinez,u0001530,CHEM0349 PHYS0292 BIOL0214 HIST0481 MATH0280 ENGN0399 PHYS0383 CHEM0116 CBEA0040 CHEM0220 BIOL0073 ENGN0445 CBEA0118
Savannah Rodriguez,u0001531,MGMT0155 MATH0288 MGMT0024 BIOL0127 HIST0158 COMP0203 MGMT0125 BIOL0286 ENGN0439 CBEA0287 HIST0121 MGMT0284 CBEA0364 PHYS0495 CBEA0048 LAWS0154 COMP0105 BUSN0191
Julia Davis,u0001532,CHEM0349 PHYS0027 BUSN0240 COMP0290 BIOL0438 MGMT0284 CBEA0500 MATH0225 LAWS0075 CHEM0462 BIOL0486
Lillian Garcia,u0001533,COMP0479 MATH0140 MATH0150 ENGN0445 BIOL0265 CBEA0340 BIOL0052 CHEM0371 CBEA0300 CBEA0142 BUSN0299 MGMT0125 HIST0256 CHEM0415 MGMT0468 BUSN0291 COMP0494 COMP0285 ENGN0173
Emery Wilson,u0001534,BIOL0019 HIST0449 PHYS0279 HIST0189 CHEM0487 PHYS0246 CHEM0130 MGMT0358 BIOL0214 BUSN0195 ENGN0223 LAWS0218 MATH0059 BUSN0425 CBEA0293 COMP0493 HIST0482 CBEA0239 LAWS0421
Zoe Martinez,u0001535,BUSN0205 CBEA0423 LAWS0171 PHYS0499 CBEA0201 MATH0461 MGMT0107 BIOL0088 ENGN0399 CBEA0103 MGMT0468 MATH0178 MATH0002 COMP0199 LAWS0045
Emma Moore,u0001536,ENGN0313 PHYS0090 BIOL0145 BIOL0114 BIOL0168 ENGN0455 CHEM0116 ENGN0419 HIST0498 CBEA0331 LAWS0254
Presley Williams,u0001537,BIOL0315 MGMT0215 MGMT0302 ENGN0266 HIST0012 COMP0235 MGMT0468 LAWS0393 PHYS0383 COMP0478 COMP0129 ENGN0138 HIST0128 COMP0320 BUSN0074
Josephine Garcia,u0001538,BIOL0452 BIOL0145 BUSN0324 COMP0136 HIST0041 ENGN0085 CBEA0162 BIOL0168 CHEM0217 LAWS0381 ENGN0328 BUSN0339 CHEM0487 CBEA0102 MATH0361 BUSN0380 HIST0176 CBEA0142
Genesis Jones,u0001539,BIOL0109 MGMT0024 PHYS0137 CHEM0139 HIST0174 MGMT0061 CBEA0162 HIST0365 CHEM0369 BUSN0122 MATH0156 LAWS0228 CBEA0186 CBEA0282 MATH0225 BUSN0101 LAWS0264
Liliana Moore,u0001540,MGMT0155 MATH0087 MATH0422 HIST0449 HIST0355 ENGN0387 LAWS0049 PHYS0495 CHEM0025
Liliana Jones,u0001541,MGMT0155 BIOL0401 CBEA0201 MATH0461 CHEM0025 MATH0308 MATH0032 COMP0372 ENGN0418 CHEM0469 CBEA0300 ENGN0230 MGMT0332 ENGN0185 MATH0210 MGMT0157 BUSN0380 ENGN0055 CBEA0294 COMP0392 PHYS0148 COMP0242
Victoria Taylor,u0001542,BIOL0034 ENGN0085 MATH0354 PHYS0395 PHYS0495 LAWS0026 PHYS0006 CHEM0206 CBEA0300 BUSN0259 MATH0491 BIOL0250 CHEM0130 ENGN0435
Vivienne Jones,u0001543,ENGN0327 COMP0352 BIOL0286 MATH0461 HIST0334 CBEA0186 HIST0121 ENGN0387 MATH0029 BIOL0219 BUSN0031 PHYS0160 LAWS0226
Hazel Miller,u0001544,MGMT0155 CHEM0350 HIST0078 MGMT0215 ENGN0004 HIST0153 COMP0249 PHYS0276 BUSN0240 HIST0355 HIST0430 BUSN0042 HIST0216 BUSN0454 LAWS0386 PHYS0279 MATH0079
Amaya Garcia,u0001545,BIOL0019 CHEM0394 COMP0136 ENGN0050 COMP0108 BUSN0259 CHEM0056 BUSN0193
Penelope Wilson,u0001546,MGMT0198 LAWS0097 CHEM0080 LAWS0117 HIST0177 BUSN0146 BUSN0191 HIST0355 MATH0020 MGMT0120 CHEM0375 COMP0348 ENGN0093 BIOL0088 HIST0012 MATH0091 BIOL0255 ENGN0173 MATH0164 BUSN0273
Amelia Taylor,u0001547,CHEM0269 LAWS0397 CBEA0162 ENGN0085 ENGN0275 BUSN0260 BIOL0168 CHEM0317 CHEM0388 PHYS0028 BIOL0438 BUSN0043 MATH0039 MGMT0403
Mckenzie Brown,u0001548,BUSN0205 MATH0032 COMP0356 HIST0076 HIST0311 LAWS0095 PHYS0398 CHEM0462 CHEM0130 PHYS0071 CBEA0331
Rylee Jones,u0001549,BIOL0401 MGMT0107 ENGN0275 LAWS0095 ENGN0367 CBEA0326 ENGN0344 BIOL0305 BUSN0277 COMP0352 CHEM0141 HIST0158 MATH0210 ENGN0387 MATH0161 PHYS0271 HIST0406 HIST0481 ENGN0272 CBEA0021 MGMT0044
Everly Miller,u0001550,BIOL0452 CBEA0018 COMP0092 PHYS0137 HIST0485 MATH0022 PHYS0295 CHEM0389 BIOL0168 ENGN0351 PHYS0028 BUSN0447 MATH0178
Melanie Taylor,u0001551,CBEA0018 HIST0174 MATH0212 LAWS0081 HIST0413 COMP0460 COMP0003 COMP0086 COMP0249 COMP0478 CHEM0433 CBEA0102 CBEA0038
Adalynn Taylor,u0001552,BIOL0034 LAWS0063 CHEM0394 CBEA0162 PHYS0295 PHYS0267 LAWS0457 BUSN0240 BIOL0219 CBEA0307 CHEM0437 MATH0278 ENGN0329
Eleanor Taylor,u0001553,BIOL0019 CBEA0293 MGMT0358 HIST0365 HIST0237 CHEM0371 COMP0147 BIOL0115 PHYS0132 CBEA0331
Mary Jones,u0001554,LAWS0124 CBEA0423 MGMT0083 BUSN0277 HIST0158 ENGN0055 HIST0126 COMP0343 MATH0156 HIST0253 PHYS0303 LAWS0385 ENGN0399 MATH0023 BUSN0066 HIST0263 LAWS0254
Rylee Williams,u0001555,CHEM0084 ENGN0327 BIOL0127 MATH0087 HIST0481 BUSN0208 ENGN0050 HIST0237 PHYS0383 CBEA0182 MATH0140 ENGN0336 PHYS0466 CHEM0443
Delilah Jones,u0001556,MATH0069 COMP0136 BIOL0096 HIST0482 ENGN0152 HIST0177 MATH0357 BUSN0166 LAWS0323 LAWS0143 CBEA0169 MATH0298 MATH0079
Annabelle Brown,u0001557,MATH0258 MGMT0322 PHYS0499 CHEM0319 CHEM0080 CBEA0200 COMP0347 LAWS0393 COMP0170 CHEM0133 ENGN0054 ENGN0445 COMP0199 MATH0059
Arielle Wilson,u0001558,ENGN0436 COMP0493 MATH0149 PHYS0337 ENGN0050 BIOL0438 HIST0216 CBEA0364 CBEA0102 MGMT0302 MGMT0232
Delilah Smith,u0001559,CHEM0350 COMP0343 CHEM0269 CHEM0472 CHEM0405 MATH0053 ENGN0353 ENGN0418 LAWS0381 BUSN0193 CBEA0169 COMP0106
Ariana Garcia,u0001560,CBEA0245 MGMT0358 ENGN0055 MGMT0215 ENGN0093 COMP0479 HIST0414 CBEA0471 MGMT0157 BUSN0098 CBEA0500 MATH0225 LAWS0421 BIOL0073 ENGN0445 CHEM0443
Elena Wilson,u0001561,BIOL0315 COMP0136 CHEM0388 MATH0280 LAWS0393 BUSN0166 BUSN0195 BUSN0291 ENGN0387 BIOL0265 LAWS0226 MATH0059
Mackenzie Garcia,u0001562,LAWS0124 BIOL0247 MGMT0233 CHEM0350 CBEA0423 MATH0087 ENGN0377 COMP0290 MATH0450 MATH0140 CBEA0300 MATH0091 BUSN0074
Elena Jones,u0001563,MGMT0181 COMP0343 PHYS0363 PHYS0090 HIST0126 LAWS0081 HIST0077 CHEM0467 COMP0249 HIST0189 BUSN0454 CHEM0375 MGMT0209 PHYS0495 HIST0174 MGMT0007 HIST0263
Sophia Davis,u0001564,MGMT0198 BUSN0205 LAWS0397 BUSN0260 MGMT0468 ENGN0426 COMP0290 HIST0498 MATH0225 CHEM0312 LAWS0427 CHEM0317
Josephine Brown,u0001565,CBEA0416 ENGN0379 CHEM0139 ENGN0055 CBEA0201 MGMT0215 MATH0210 MGMT0107 BUSN0396 HIST0253 COMP0108 BUSN0166 ENGN0223 BUSN0273
Violet Williams,u0001566,ENGN0470 CHEM0248 CBEA0293 LAWS0397 CBEA0162 ENGN0085 CHEM0207 PHYS0395 ENGN0230
Ayla Taylor,u0001567,LAWS0124 BIOL0247 MGMT0233 COMP0203 LAWS0171 CHEM0036 HIST0126 CHEM0269 COMP0306 BUSN0318 HIST0376 LAWS0393 HIST0237 BUSN0425 LAWS0421 CHEM0025
Adalyn Garcia,u0001568,COMP0234 BIOL0016 LAWS0063 ENGN0055 PHYS0330 BUSN0289 ENGN0353 ENGN0328 COMP0151 MATH0140 CHEM0467 BUSN0273
Piper Jones,u0001569,MGMT0155 HIST0078 COMP0356 ENGN0085 CBEA0359 HIST0449 ENGN0152 COMP0235 LAWS0026 BIOL0438 LAWS0049 PHYS0446 CBEA0307 ENGN0344 CBEA0316
Lia Williams,u0001570,LAWS0124 COMP0352 BIOL0463 MATH0156 HIST0360 PHYS0001 LAWS0385 LAWS0457 MGMT0434 BUSN0166 CBEA0118
Emersyn Johnson,u0001571,MGMT0181 MATH0429 MATH0278 BIOL0214 ENGN0275 CBEA0262 BIOL0438 BUSN0146 MATH0178 PHYS0213 MATH0039 COMP0320 BUSN0191 COMP0106
Audrey Taylor,u0001572,MGMT0024 CBEA0201 CHEM0238 PHYS0132 MATH0288 CHEM0369 CBEA0300 CHEM0443 BIOL0034 MATH0087 BUSN0366 PHYS0446 CBEA0169 CHEM0349 HIST0406 CHEM0207 ENGN0426 MATH0373 CHEM0056 CBEA0331
Mia Rodriguez,u0001573,MGMT0183 MGMT0024 BUSN0064 BUSN0384 HIST0012 COMP0347 ENGN0104 CBEA0282 HIST0311 MATH0059
Serena Martinez,u0001574,PHYS0295 COMP0347 ENGN0455 PHYS0211 CHEM0130 ENGN0470 HIST0078 CHEM0139 BUSN0400 CBEA0065 MATH0119 ENGN0138 HIST0311 MATH0079 CHEM0350 HIST0481 BIOL0114 PHYS0006 LAWS0421 CHEM0025
Samantha Williams,u0001575,BIOL0005 HIST0188 LAWS0202 HIST0110 HIST0365 BUSN0304 MATH0370 CHEM0440 MATH0450 MATH0140 CBEA0297 ENGN0367 LAWS0421 LAWS0218 CBEA0194 MGMT0232
Layla Garcia,u0001576,COMP0460 BIOL0214 BIOL0463 CHEM0013 CHEM0046 LAWS0095 COMP0478 MGMT0428 BIOL0438 COMP0106 CBEA0142
Isabel Garcia,u0001577,CHEM0036 COMP0479 LAWS0457 CBEA0471 HIST0498 BUSN0259 CBEA0448 COMP0129 BUSN0064 LAWS0063 MATH0473 COMP0249 COMP0147 ENGN0093 COMP0320 MATH0002 COMP0136 MGMT0044 CHEM0402 BUSN0273
Aubree Wilson,u0001578,BIOL0089 CBEA0038 CBEA0201 MATH0422 ENGN0266 ENGN0399 MATH0357 COMP0108 BUSN0163 BUSN0066 CHEM0133 BUSN0195 CHEM0025 HIST0263 LAWS0045
Eliza Brown,u0001579,CBEA0018 MATH0422 ENGN0455 MGMT0209 CBEA0297 COMP0129 COMP0179 ENGN0336 HIST0263 CHEM0321
Kennedy Williams,u0001580,COMP0352 CBEA0162 BIOL0114 CBEA0300 ENGN0223 BUSN0101 ENGN0336 MATH0068 CHEM0217
Autumn Wilson,u0001581,PHYS0246 MATH0429 COMP0352 LAWS0202 CHEM0317 BUSN0208 CHEM0467 BUSN0366 MATH0023 MATH0051 COMP0290 BUSN0339 CBEA0307 BUSN0043 BUSN0101 COMP0187 COMP0199 CBEA0038
Vivian Garcia,u0001582,ENGN0135 MGMT0155 CHEM0350 BIOL0488 COMP0493 HIST0076 COMP0460 MATH0244 BIOL0250 BIOL0114 LAWS0333 LAWS0457 LAWS0049 ENGN0093 HIST0128 LAWS0226
Amelia Brown,u0001583,COMP0352 LAWS0465 HIST0189 HIST0177 CHEM0375 COMP0047 CBEA0300 BUSN0043 COMP0199
Paisley Johnson,u0001584,CBEA0017 BIOL0401 CHEM0036 MATH0087 COMP0356 MATH0422 MATH0370 COMP0479 CBEA0262 PHYS0495 BUSN0101 CBEA0169 MATH0068 COMP0496
Emerson Rodriguez,u0001585,BIOL0127 CHEM0112 CBEA0162 BUSN0299 LAWS0117 ENGN0455 MATH0023 COMP0170 CBEA0186 PHYS0148 CHEM0325 BUSN0273
Madeline Garcia,u0001586,PHYS0292 LAWS0333 BIOL0168 HIST0153 BIOL0486 CHEM0133 BIOL0219 BUSN0101 HIST0077
Madeline Johnson,u0001587,LAWS0063 BIOL0127 BUSN0289 ENGN0275 BUSN0260 LAWS0117 MGMT0296 PHYS0303 ENGN0399 CBEA0417 ENGN0418 CHEM0469 CHEM0133 COMP0129 CBEA0048 MATH0039 COMP0105 HIST0263
